,종목명,현재가,전일비,등락률,액면가,거래량,시가총액,영업이익,PER,ROA,시장
2105,오르비텍,3385.0,25.0,-0.73%,500.0,140261.0,916.0,-118.0,-9.33,-10.51,KOSDAQ
2106,세보엠이씨,8700.0,170.0,-1.92%,500.0,34733.0,916.0,331.0,3.39,6.25,KOSDAQ
2107,케이사인,1295.0,7.0,-0.54%,100.0,158562.0,915.0,92.0,18.5,5.32,KOSDAQ
2111,피제이전자,6100.0,60.0,-0.97%,500.0,7403.0,915.0,61.0,19.12,3.91,KOSDAQ
2112,제이씨현시스템,4780.0,0.0,0.00%,500.0,514532.0,914.0,-24.0,15.13,0.24,KOSDAQ
2113,광림,1006.0,0.0,0.00%,500.0,0.0,912.0,220.0,-40.24,-9.79,KOSDAQ
2114,비트컴퓨터,5480.0,50.0,-0.90%,500.0,118338.0,911.0,61.0,16.71,6.75,KOSDAQ
2115,에스제이그룹,9230.0,60.0,-0.65%,500.0,3388.0,911.0,358.0,4.42,16.28,KOSDAQ
2119,저스템,12710.0,80.0,+0.63%,500.0,31310.0,909.0,71.0,11.1,11.06,KOSDAQ
2121,일승,2955.0,25.0,-0.84%,100.0,45648.0,908.0,32.0,268.64,3.58,KOSDAQ
2122,포인트엔지니어링,1563.0,1.0,-0.06%,100.0,4125.0,906.0,5.0,-23.33,0.78,KOSDAQ
2128,미래생명자원,4400.0,70.0,-1.57%,100.0,145679.0,898.0,16.0,141.94,1.58,KOSDAQ
2129,SM Life Design,1948.0,11.0,-0.56%,500.0,158768.0,897.0,25.0,21.64,3.89,KOSDAQ
2130,우양,5630.0,230.0,+4.26%,100.0,468783.0,896.0,1.0,-42.98,-2.1,KOSDAQ
2131,창해에탄올,9740.0,120.0,-1.22%,500.0,16346.0,895.0,98.0,-8.6,0.16,KOSDAQ
2132,본느,2540.0,130.0,-4.87%,100.0,429820.0,894.0,17.0,18.96,1.26,KOSDAQ
2136,윈팩,1500.0,74.0,+5.19%,500.0,312279.0,894.0,19.0,-7.61,-0.94,KOSDAQ
2137,코리아에프티,3210.0,80.0,-2.43%,100.0,108872.0,894.0,194.0,3.88,2.16,KOSDAQ
2138,RF머트리얼즈,10580.0,100.0,+0.95%,500.0,18662.0,892.0,27.0,39.48,4.26,KOSDAQ
2140,알리코제약,5800.0,110.0,-1.86%,500.0,38767.0,889.0,99.0,12.21,5.85,KOSDAQ
2144,아이에스이커머스,3440.0,80.0,-2.27%,500.0,60039.0,888.0,-121.0,-6.98,-15.4,KOSDAQ
2146,로체시스템즈,5790.0,90.0,-1.53%,500.0,17591.0,886.0,264.0,6.97,15.74,KOSDAQ
2147,아톤,4045.0,65.0,-1.58%,100.0,195271.0,883.0,80.0,5.06,15.9,KOSDAQ
2148,파라텍,1104.0,26.0,+2.41%,200.0,573215.0,881.0,-18.0,-10.82,-3.19,KOSDAQ
2152,웰크론,3110.0,200.0,+6.87%,500.0,5333339.0,878.0,63.0,-63.47,-0.28,KOSDAQ
2153,에스엔유,2555.0,75.0,-2.85%,500.0,229660.0,877.0,66.0,10.43,4.27,KOSDAQ
2154,대성하이텍,6390.0,100.0,-1.54%,100.0,85407.0,876.0,115.0,-24.11,1.42,KOSDAQ
2155,메카로,8580.0,80.0,-0.92%,500.0,19596.0,875.0,26.0,2.12,22.92,KOSDAQ
2156,오브젠,22400.0,850.0,-3.66%,500.0,13544.0,874.0,-20.0,-14.88,-17.81,KOSDAQ
2160,씨유박스,8440.0,300.0,-3.43%,500.0,120939.0,873.0,-63.0,-8.68,-22.47,KOSDAQ
2161,한컴위드,3095.0,85.0,-2.67%,500.0,112757.0,873.0,-7.0,26.68,2.72,KOSDAQ
2162,머큐리,5500.0,50.0,-0.90%,500.0,132457.0,871.0,49.0,20.68,0.37,KOSDAQ
2163,라이콤,2900.0,70.0,+2.47%,100.0,1043106.0,868.0,40.0,21.32,16.05,KOSDAQ
2164,데이타솔루션,5340.0,60.0,-1.11%,500.0,42063.0,866.0,27.0,127.14,3.31,KOSDAQ
2168,한국컴퓨터,5380.0,170.0,-3.06%,500.0,93240.0,865.0,188.0,4.74,11.17,KOSDAQ
2169,핌스,3770.0,40.0,-1.05%,500.0,37570.0,862.0,11.0,16.54,1.3,KOSDAQ
2170,자연과환경,1056.0,10.0,-0.94%,500.0,222177.0,859.0,5.0,52.8,0.09,KOSDAQ
2171,녹십자엠에스,4070.0,80.0,+2.01%,500.0,83827.0,859.0,-13.0,-58.14,-3.18,KOSDAQ
2172,레몬,2040.0,60.0,-2.86%,500.0,190551.0,857.0,-66.0,-3.22,-44.52,KOSDAQ
2176,바이브컴퍼니,6950.0,170.0,-2.39%,500.0,35357.0,857.0,-182.0,3.9,-23.55,KOSDAQ
2177,테고사이언스,10530.0,600.0,-5.39%,500.0,76029.0,854.0,2.0,-65.81,0.5,KOSDAQ
2179,애니젠,14380.0,320.0,-2.18%,500.0,35520.0,854.0,-43.0,-9.44,-21.29,KOSDAQ
2180,코센,2790.0,85.0,-2.96%,500.0,280898.0,853.0,20.0,17.44,7.11,KOSDAQ
2184,신일제약,7110.0,10.0,-0.14%,500.0,11684.0,852.0,137.0,6.75,8.95,KOSDAQ
2186,액션스퀘어,1827.0,12.0,-0.65%,500.0,78569.0,850.0,-151.0,-6.46,-36.9,KOSDAQ
2187,에스바이오메딕스,7500.0,100.0,-1.32%,500.0,39610.0,850.0,-37.0,-10.93,-22.56,KOSDAQ
2188,큐에스아이,9160.0,10.0,-0.11%,500.0,14816.0,849.0,18.0,15.19,8.4,KOSDAQ
2193,HRS,5190.0,10.0,-0.19%,500.0,27070.0,849.0,114.0,7.89,8.45,KOSDAQ
2194,옵투스제약,5250.0,60.0,+1.16%,500.0,100785.0,848.0,53.0,10.61,3.63,KOSDAQ
2195,나라엠앤디,5970.0,80.0,-1.32%,500.0,20978.0,848.0,105.0,6.39,4.1,KOSDAQ
2196,삼기,2210.0,45.0,-2.00%,100.0,134790.0,847.0,115.0,-2.59,-5.52,KOSDAQ
2200,이라이콤,6930.0,50.0,-0.72%,500.0,38993.0,845.0,-95.0,-6.38,-2.38,KOSDAQ
2201,엠아이큐브솔루션,17000.0,150.0,+0.89%,100.0,45577.0,840.0,28.0,21.85,28.96,KOSDAQ
2202,CBI,2065.0,15.0,-0.72%,1000.0,1155507.0,840.0,4.0,-2.48,-39.3,KOSDAQ
2203,스코넥,6690.0,140.0,-2.05%,500.0,26240.0,840.0,-46.0,-16.12,-25.26,KOSDAQ
2204,파수,7190.0,70.0,+0.98%,500.0,24315.0,838.0,52.0,19.86,10.94,KOSDAQ
2209,에스넷,4515.0,50.0,-1.10%,500.0,53387.0,832.0,22.0,86.83,-1.64,KOSDAQ
2210,제룡산업,4155.0,10.0,-0.24%,500.0,14274580.0,831.0,96.0,8.8,11.66,KOSDAQ
2211,삼천리자전거,6260.0,90.0,-1.42%,500.0,53371.0,831.0,11.0,12.52,-3.8,KOSDAQ
2212,대양제지,3090.0,0.0,0.00%,500.0,8784.0,830.0,-68.0,-88.29,-1.38,KOSDAQ
2213,경남스틸,3075.0,10.0,-0.32%,100.0,65453.0,830.0,114.0,8.86,5.85,KOSDAQ
2217,한성크린텍,1658.0,61.0,-3.55%,500.0,113038.0,830.0,56.0,-9.58,-1.41,KOSDAQ
2218,에이치엘사이언스,15370.0,230.0,+1.52%,500.0,229550.0,829.0,-6.0,-69.23,1.35,KOSDAQ
2220,삼화네트웍스,1917.0,45.0,-2.29%,200.0,83026.0,828.0,108.0,9.59,16.88,KOSDAQ
2221,아이큐어,2195.0,45.0,-2.01%,500.0,493079.0,824.0,-268.0,-1.82,-19.36,KOSDAQ
2225,PN풍년,8230.0,290.0,-3.40%,500.0,129426.0,823.0,14.0,49.88,3.27,KOSDAQ
2226,브리지텍,6870.0,280.0,-3.92%,500.0,217951.0,821.0,39.0,29.11,5.24,KOSDAQ
2227,지니너스,2465.0,190.0,-7.16%,500.0,665066.0,820.0,-97.0,-9.78,-18.07,KOSDAQ
2228,코콤,4665.0,25.0,-0.53%,500.0,433310.0,818.0,-23.0,67.61,-1.72,KOSDAQ
2229,시큐레터,10280.0,250.0,+2.49%,500.0,172511.0,817.0,-55.0,-12.27,-62.73,KOSDAQ
2233,엠벤처투자,716.0,18.0,-2.45%,500.0,456250.0,816.0,-162.0,-3.07,-23.98,KOSDAQ
2234,제이티,7910.0,10.0,+0.13%,500.0,32640.0,816.0,151.0,8.47,19.11,KOSDAQ
2235,KCI,7240.0,60.0,+0.84%,500.0,11346.0,816.0,219.0,6.8,16.16,KOSDAQ
2236,동일금속,8950.0,160.0,-1.76%,500.0,37056.0,814.0,139.0,88.61,8.26,KOSDAQ
2241,모비데이즈,506.0,29.0,-5.42%,100.0,720336.0,814.0,46.0,46.0,-8.88,KOSDAQ
2242,케어랩스,4190.0,90.0,-2.10%,500.0,23577.0,813.0,-64.0,-3.14,-13.92,KOSDAQ
2243,아이비김영,1808.0,16.0,-0.88%,100.0,452332.0,813.0,31.0,35.45,-3.03,KOSDAQ
2244,줌인터넷,3010.0,60.0,-1.95%,100.0,233619.0,812.0,-7.0,-19.29,-5.01,KOSDAQ
2245,모니터랩,6700.0,160.0,-2.33%,100.0,135579.0,811.0,11.0,93.06,4.68,KOSDAQ
2249,경창산업,2260.0,50.0,-2.16%,500.0,92868.0,810.0,192.0,6.3,3.8,KOSDAQ
2250,오픈베이스,2575.0,40.0,-1.53%,500.0,176949.0,809.0,80.0,17.05,4.38,KOSDAQ
2251,흥국에프엔비,2010.0,5.0,-0.25%,100.0,59151.0,807.0,105.0,9.22,6.95,KOSDAQ
2252,웨이브일렉트로,5380.0,30.0,-0.55%,500.0,13080.0,805.0,-59.0,-19.85,-9.13,KOSDAQ
2253,제일테크노스,8940.0,380.0,-4.08%,500.0,225511.0,805.0,194.0,3.2,6.27,KOSDAQ
2257,현우산업,4300.0,40.0,+0.94%,500.0,52265.0,803.0,83.0,9.23,2.37,KOSDAQ
2258,삼현철강,5110.0,10.0,+0.20%,500.0,8673.0,802.0,191.0,6.51,7.34,KOSDAQ
2259,에코바이오,5890.0,330.0,-5.31%,500.0,575339.0,802.0,-1.0,-13.48,-4.88,KOSDAQ
2260,휴림에이텍,602.0,0.0,0.00%,200.0,4947211.0,801.0,26.0,8.85,25.94,KOSDAQ
2261,디지틀조선,2155.0,25.0,-1.15%,500.0,207348.0,800.0,21.0,24.49,2.99,KOSDAQ
2265,아이티센,3895.0,80.0,-2.01%,500.0,71063.0,799.0,304.0,31.93,4.11,KOSDAQ
2266,아이엘사이언스,3090.0,105.0,-3.29%,100.0,54145.0,798.0,-7.0,-9.17,2.87,KOSDAQ
2267,TJ미디어,5720.0,80.0,-1.38%,500.0,38114.0,797.0,41.0,14.26,3.61,KOSDAQ
2268,캡스톤파트너스,5970.0,330.0,-5.24%,200.0,1518857.0,797.0,71.0,10.64,20.74,KOSDAQ
2269,피코그램,4325.0,95.0,-2.15%,100.0,63580.0,797.0,33.0,98.3,6.29,KOSDAQ
2273,코메론,8800.0,0.0,0.00%,500.0,7342.0,796.0,153.0,4.03,7.76,KOSDAQ
2274,에스씨디,1642.0,37.0,-2.20%,500.0,192091.0,794.0,113.0,17.47,5.01,KOSDAQ
2275,우림피티에스,5860.0,140.0,-2.33%,500.0,45918.0,791.0,54.0,33.68,5.42,KOSDAQ
2276,남화토건,6730.0,60.0,-0.88%,500.0,44194.0,790.0,45.0,3.15,10.66,KOSDAQ
2277,에프엔씨엔터,5120.0,430.0,-7.75%,500.0,119362.0,787.0,-132.0,-4.75,-15.55,KOSDAQ
2281,에프엔에스테크,9270.0,130.0,+1.42%,500.0,60557.0,787.0,58.0,-231.75,4.22,KOSDAQ
2282,그린플러스,7260.0,40.0,+0.55%,500.0,29900.0,786.0,36.0,-20.92,-3.39,KOSDAQ
2283,구영테크,2930.0,45.0,-1.51%,500.0,144306.0,784.0,77.0,4.95,1.72,KOSDAQ
2284,유성티엔에스,2115.0,10.0,+0.48%,500.0,32240.0,784.0,27.0,1.12,10.26,KOSDAQ
2285,인지디스플레,1785.0,51.0,-2.78%,500.0,105689.0,783.0,186.0,5.36,1.4,KOSDAQ
2290,웰크론한텍,3495.0,25.0,+0.72%,500.0,83783.0,790.0,14.0,25.7,-1.55,KOSDAQ
2291,손오공,2310.0,45.0,+1.99%,500.0,300194.0,780.0,-60.0,-7.83,-14.05,KOSDAQ
2292,제놀루션,4065.0,35.0,-0.85%,500.0,22546.0,780.0,147.0,-66.64,13.95,KOSDAQ
2293,에스텍파마,6550.0,40.0,-0.61%,500.0,32331.0,779.0,32.0,-37.43,-4.97,KOSDAQ
2294,SBW생명과학,437.0,9.0,-2.02%,100.0,370613.0,778.0,26.0,-10.93,-15.44,KOSDAQ
2298,대모,9330.0,60.0,-0.64%,500.0,77527.0,777.0,21.0,-333.21,1.72,KOSDAQ
2299,케이씨에스,6460.0,230.0,-3.44%,500.0,254390.0,775.0,5.0,38.68,2.3,KOSDAQ
2300,피에스텍,4000.0,5.0,+0.13%,500.0,3366.0,775.0,-18.0,24.54,-2.91,KOSDAQ
2301,서린바이오,8900.0,80.0,-0.89%,500.0,17835.0,774.0,86.0,28.53,7.35,KOSDAQ
2302,한일단조,2455.0,5.0,-0.20%,500.0,431862.0,774.0,146.0,6.2,2.99,KOSDAQ
2307,에프앤가이드,6390.0,30.0,-0.47%,500.0,3123.0,772.0,61.0,10.21,8.16,KOSDAQ
2308,티플랙스,3180.0,50.0,-1.55%,500.0,156767.0,772.0,213.0,167.37,7.0,KOSDAQ
2309,퀀타매트릭스,4665.0,70.0,-1.48%,500.0,18530.0,771.0,-200.0,-3.91,-35.18,KOSDAQ
2310,피엔케이피부임상연구센타,2570.0,60.0,+2.39%,500.0,3696379.0,771.0,56.0,12.66,10.07,KOSDAQ
2314,오로라,7160.0,90.0,-1.24%,500.0,6137.0,771.0,183.0,18.04,1.77,KOSDAQ
2315,동우팜투테이블,2980.0,40.0,-1.32%,500.0,59806.0,770.0,119.0,1.9,5.85,KOSDAQ
2316,에이루트,478.0,2.0,-0.42%,500.0,708476.0,770.0,3.0,31.87,3.25,KOSDAQ
2317,젠큐릭스,5770.0,250.0,-4.15%,500.0,279978.0,768.0,-110.0,-2.46,-55.01,KOSDAQ
2318,모비릭스,8000.0,10.0,-0.12%,100.0,2383.0,768.0,53.0,48.78,6.77,KOSDAQ
2323,고려제약,6950.0,90.0,-1.28%,500.0,18950.0,764.0,143.0,21.45,12.9,KOSDAQ
2324,유니트론텍,3970.0,5.0,+0.13%,500.0,116227.0,764.0,309.0,4.11,5.9,KOSDAQ
2325,액트로,7590.0,100.0,-1.30%,500.0,18047.0,764.0,-58.0,-13.7,-9.78,KOSDAQ
2326,옵트론텍,3120.0,10.0,+0.32%,500.0,98629.0,764.0,-489.0,-1.96,-25.81,KOSDAQ
2330,샤페론,3310.0,125.0,-3.64%,500.0,207440.0,764.0,-110.0,-6.22,-34.33,KOSDAQ
2331,에이텍모빌리티,14280.0,50.0,-0.35%,500.0,14474.0,763.0,65.0,13.63,4.96,KOSDAQ
2332,체리부로,1588.0,184.0,-10.38%,500.0,1010955.0,761.0,165.0,8.36,3.31,KOSDAQ
2333,성호전자,1425.0,45.0,-3.06%,500.0,436163.0,761.0,20.0,9.5,-1.95,KOSDAQ
2334,서진오토모티브,3580.0,0.0,0.00%,500.0,47883.0,760.0,464.0,8.42,2.4,KOSDAQ
2338,잉크테크,3875.0,10.0,+0.26%,500.0,5726.0,760.0,58.0,33.7,3.75,KOSDAQ
2339,DSC인베스트먼트,2730.0,40.0,-1.44%,500.0,58987.0,759.0,188.0,12.64,14.19,KOSDAQ
2340,웨이버스,1576.0,17.0,-1.07%,100.0,116292.0,759.0,18.0,13.13,-26.43,KOSDAQ
2341,컴퍼니케이,4860.0,60.0,-1.22%,500.0,26926.0,759.0,63.0,11.2,7.52,KOSDAQ
2342,코퍼스코리아,1987.0,38.0,-1.88%,100.0,181229.0,754.0,91.0,13.34,-1.15,KOSDAQ
2346,엔에프씨,8420.0,0.0,0.00%,100.0,14481.0,752.0,23.0,27.25,2.64,KOSDAQ
2347,대창솔루션,459.0,18.0,-3.77%,100.0,649203.0,752.0,-47.0,114.75,-6.42,KOSDAQ
2348,드림씨아이에스,3170.0,90.0,-2.76%,500.0,127197.0,752.0,58.0,18.32,6.72,KOSDAQ
2349,소니드,2165.0,70.0,-3.13%,2500.0,241805.0,750.0,-12.0,-1.54,-8.0,KOSDAQ
2350,YBM넷,4595.0,70.0,-1.50%,500.0,398122.0,750.0,48.0,9.74,8.92,KOSDAQ
2354,우리로,1710.0,73.0,-4.09%,500.0,888348.0,749.0,13.0,-8.51,-5.64,KOSDAQ
2355,플래티어,8910.0,180.0,-1.98%,500.0,9598.0,746.0,32.0,47.14,7.29,KOSDAQ
2356,모베이스,3220.0,10.0,+0.31%,500.0,81107.0,745.0,706.0,6.52,2.44,KOSDAQ
2357,클리노믹스,2330.0,95.0,-3.92%,100.0,491153.0,745.0,-108.0,-2.55,-10.25,KOSDAQ
2358,에코캡,2790.0,45.0,-1.59%,100.0,43989.0,745.0,-19.0,-348.75,-2.4,KOSDAQ
2362,비투엔,2210.0,30.0,+1.38%,100.0,558913.0,744.0,-22.0,-31.57,-6.41,KOSDAQ
2363,한국전자인증,3915.0,40.0,-1.01%,500.0,49939.0,744.0,50.0,52.91,5.31,KOSDAQ
2364,알피바이오,8570.0,220.0,-2.50%,500.0,12808.0,743.0,96.0,74.52,2.72,KOSDAQ
2365,영림원소프트랩,9120.0,0.0,0.00%,500.0,15673.0,742.0,64.0,13.35,12.18,KOSDAQ
2366,프로이천,2630.0,40.0,-1.50%,100.0,135835.0,741.0,31.0,20.87,13.26,KOSDAQ
2371,슈프리마에이치큐,7080.0,20.0,-0.28%,500.0,88620.0,741.0,66.0,2.07,6.87,KOSDAQ
2372,강스템바이오텍,1325.0,15.0,-1.12%,500.0,198389.0,741.0,-206.0,-2.65,-21.96,KOSDAQ
2373,유에스티,3125.0,50.0,+1.63%,100.0,15269.0,741.0,162.0,6.68,15.63,KOSDAQ
2374,이원컴포텍,2965.0,40.0,-1.33%,500.0,62445.0,738.0,17.0,7.32,-11.21,KOSDAQ
2375,아우딘퓨쳐스,2330.0,55.0,+2.42%,500.0,181423.0,737.0,-97.0,-7.42,-31.67,KOSDAQ
2379,나무기술,2130.0,25.0,-1.16%,100.0,192196.0,737.0,22.0,-34.35,0.67,KOSDAQ
2380,코스텍시스,1958.0,62.0,-3.07%,100.0,69414.0,736.0,36.0,-59.33,-3.28,KOSDAQ
2381,포시에스,2690.0,40.0,-1.47%,500.0,518659.0,735.0,52.0,11.75,7.23,KOSDAQ
2382,이노뎁,10010.0,170.0,-1.67%,500.0,27480.0,735.0,4.0,-161.45,1.02,KOSDAQ
2383,흥국,5960.0,10.0,+0.17%,500.0,11739.0,734.0,112.0,5.98,7.25,KOSDAQ
2387,비엘,2275.0,115.0,-4.81%,500.0,464378.0,734.0,-146.0,-5.01,-20.01,KOSDAQ
2388,진양제약,6110.0,90.0,-1.45%,500.0,88613.0,733.0,111.0,5.66,11.56,KOSDAQ
2389,오킨스전자,4140.0,15.0,-0.36%,500.0,79825.0,732.0,26.0,115.0,3.76,KOSDAQ
2390,푸른기술,8750.0,40.0,+0.46%,500.0,401062.0,732.0,10.0,22.49,0.44,KOSDAQ
2391,피플바이오,3465.0,130.0,-3.62%,500.0,157879.0,731.0,-117.0,-2.82,-32.04,KOSDAQ
2395,바이오스마트,3485.0,100.0,-2.79%,500.0,101490.0,728.0,102.0,11.46,-0.51,KOSDAQ
2396,파이오링크,10610.0,40.0,-0.38%,500.0,23277.0,727.0,114.0,7.68,13.61,KOSDAQ
2397,힘스,6420.0,70.0,-1.08%,500.0,22997.0,726.0,-133.0,12.92,-10.55,KOSDAQ
2398,아셈스,6590.0,40.0,-0.60%,500.0,5401.0,726.0,87.0,12.09,8.3,KOSDAQ
2399,진시스템,10430.0,540.0,-4.92%,500.0,119951.0,726.0,-66.0,-6.6,-19.59,KOSDAQ
2403,램테크놀러지,5110.0,30.0,-0.58%,500.0,16079.0,726.0,69.0,40.56,7.95,KOSDAQ
2405,에스에이티,2765.0,45.0,-1.60%,500.0,311344.0,723.0,111.0,460.83,5.63,KOSDAQ
2407,래몽래인,11100.0,230.0,-2.03%,500.0,42592.0,719.0,-63.0,-10.93,-8.85,KOSDAQ
2411,우리넷,6680.0,10.0,+0.15%,500.0,60452.0,718.0,-69.0,-10.97,-9.28,KOSDAQ
2412,제노포커스,3155.0,50.0,-1.56%,500.0,13688.0,718.0,-62.0,-5.37,-10.6,KOSDAQ
2413,유투바이오,6360.0,450.0,+7.61%,500.0,4206897.0,718.0,157.0,4.88,28.5,KOSDAQ
2414,인산가,1879.0,26.0,-1.36%,100.0,401373.0,718.0,47.0,14.23,4.32,KOSDAQ
2415,링크제니시스,6240.0,340.0,+5.76%,100.0,581706.0,716.0,36.0,23.37,4.0,KOSDAQ
2419,iMBC,3110.0,40.0,-1.27%,500.0,133261.0,715.0,26.0,31.73,2.52,KOSDAQ
2421,쎄노텍,1571.0,1.0,+0.06%,100.0,26255.0,714.0,11.0,-17.85,-0.08,KOSDAQ
2422,이지트로닉스,8790.0,150.0,-1.68%,500.0,10374.0,713.0,-30.0,-61.47,-4.34,KOSDAQ
2423,에이치와이티씨,7000.0,210.0,-2.91%,500.0,116983.0,712.0,20.0,22.73,3.79,KOSDAQ
2427,대동기어,7920.0,220.0,+2.86%,500.0,487038.0,712.0,76.0,19.95,1.83,KOSDAQ
2428,FSN,2140.0,25.0,-1.15%,500.0,127333.0,712.0,2.0,-4.31,-5.11,KOSDAQ
2429,KBG,8130.0,170.0,-2.05%,200.0,82102.0,711.0,41.0,18.65,7.65,KOSDAQ
2430,하츠,5550.0,70.0,-1.25%,500.0,63411.0,710.0,72.0,12.31,3.64,KOSDAQ
2431,디티앤씨,6070.0,470.0,-7.19%,500.0,606110.0,710.0,45.0,69.77,1.29,KOSDAQ
2435,대원,5260.0,30.0,-0.57%,500.0,1015.0,707.0,178.0,-3.67,3.61,KOSDAQ
2436,보라티알,10460.0,110.0,-1.04%,500.0,27084.0,706.0,106.0,11.14,18.03,KOSDAQ
2437,지엔씨에너지,4265.0,50.0,-1.16%,500.0,298589.0,702.0,61.0,2.18,15.47,KOSDAQ
2438,조광ILI,732.0,0.0,0.00%,500.0,0.0,701.0,28.0,-3.3,-12.37,KOSDAQ
2439,수산아이앤티,10380.0,20.0,-0.19%,500.0,13331.0,701.0,35.0,18.5,1.23,KOSDAQ
2443,케이피엠테크,404.0,1.0,+0.25%,100.0,178205.0,700.0,-4.0,20.2,-9.26,KOSDAQ
2444,스톤브릿지벤처스,3850.0,25.0,+0.65%,500.0,92199.0,698.0,78.0,16.59,7.98,KOSDAQ
2445,이삭엔지니어링,8390.0,220.0,-2.56%,500.0,30394.0,695.0,24.0,47.13,3.29,KOSDAQ
2446,제이스코홀딩스,1357.0,55.0,-3.90%,500.0,535165.0,694.0,-62.0,-2.2,-19.61,KOSDAQ
2447,삼보산업,1429.0,27.0,-1.85%,100.0,3295945.0,694.0,84.0,-3.35,-3.28,KOSDAQ
2452,오텍,4500.0,55.0,-1.21%,500.0,15751.0,693.0,-191.0,-2.3,-6.17,KOSDAQ
2453,DH오토웨어,2245.0,10.0,+0.45%,2500.0,30926.0,691.0,23.0,-36.8,-3.29,KOSDAQ
2454,알에프세미,4345.0,110.0,-2.47%,500.0,463589.0,690.0,-105.0,-3.29,-16.68,KOSDAQ
2455,KX하이텍,1249.0,13.0,-1.03%,500.0,113387.0,688.0,123.0,7.1,7.87,KOSDAQ
2456,신화인터텍,2360.0,40.0,-1.67%,500.0,34170.0,688.0,-28.0,-3.6,-4.83,KOSDAQ
2460,CSA 코스믹,1119.0,6.0,+0.54%,200.0,13358.0,685.0,-93.0,-3.37,-30.33,KOSDAQ
2461,세종메디칼,1237.0,44.0,-3.43%,100.0,230265.0,685.0,-18.0,-1.03,-80.48,KOSDAQ
2462,린드먼아시아,4985.0,55.0,-1.09%,500.0,18408.0,683.0,44.0,22.66,5.36,KOSDAQ
2463,성도이엔지,4410.0,40.0,-0.90%,500.0,75263.0,682.0,-50.0,-17.85,0.16,KOSDAQ
2464,에코볼트,1085.0,35.0,-3.12%,1000.0,438973.0,681.0,-99.0,-2.41,-18.43,KOSDAQ
2468,진영,3885.0,10.0,-0.26%,100.0,138100.0,679.0,64.0,9.59,11.96,KOSDAQ
2469,누리플렉스,5630.0,220.0,-3.76%,500.0,44907.0,679.0,104.0,11.42,0.3,KOSDAQ
2470,SDN,1208.0,21.0,-1.71%,500.0,170593.0,679.0,3.0,57.52,0.44,KOSDAQ
2471,코츠테크놀로지,13350.0,380.0,-2.77%,100.0,113002.0,678.0,28.0,25.05,7.17,KOSDAQ
2472,엠젠솔루션,2135.0,180.0,-7.78%,500.0,3630203.0,678.0,29.0,-12.71,-0.57,KOSDAQ
2476,코데즈컴바인,1787.0,2.0,-0.11%,500.0,22962.0,676.0,39.0,15.27,9.29,KOSDAQ
2477,토마토시스템,4400.0,165.0,-3.61%,500.0,149127.0,676.0,75.0,11.43,31.71,KOSDAQ
2478,내츄럴엔도텍,2125.0,40.0,-1.85%,500.0,14461.0,675.0,-84.0,-10.12,-23.62,KOSDAQ
2479,테크엘,4040.0,135.0,-3.23%,500.0,44076.0,674.0,-38.0,808.0,-7.88,KOSDAQ
2480,CNH,1806.0,4.0,-0.22%,2500.0,996.0,672.0,-418.0,3.8,-2.84,KOSDAQ
2484,이글벳,5300.0,50.0,+0.95%,500.0,78507.0,670.0,36.0,24.2,4.92,KOSDAQ
2485,에스유홀딩스,564.0,6.0,-1.05%,500.0,575293.0,670.0,-65.0,-2.58,-20.55,KOSDAQ
2486,에스앤디,16500.0,120.0,+0.73%,500.0,25983.0,670.0,109.0,7.96,11.15,KOSDAQ
2488,원익,3675.0,5.0,-0.14%,500.0,33722.0,669.0,74.0,3.09,11.06,KOSDAQ
2492,수성샐바시온,599.0,18.0,-2.92%,500.0,382183.0,666.0,-43.0,-1.93,-7.44,KOSDAQ
2494,동아엘텍,6230.0,120.0,+1.96%,500.0,5195.0,664.0,132.0,-8.04,0.0,KOSDAQ
2495,팜스빌,8370.0,20.0,-0.24%,500.0,8318.0,664.0,41.0,18.4,5.45,KOSDAQ
2496,이글루,6010.0,100.0,-1.64%,500.0,31575.0,661.0,80.0,8.64,8.46,KOSDAQ
2500,이엠넷,2965.0,65.0,-2.15%,500.0,33783.0,660.0,93.0,14.46,5.57,KOSDAQ
2501,엔투텍,636.0,15.0,-2.30%,100.0,555061.0,659.0,-19.0,2.41,0.86,KOSDAQ
2502,우리산업홀딩스,3475.0,30.0,-0.86%,500.0,45142.0,656.0,-198.0,217.19,-4.56,KOSDAQ
2503,인포바인,20550.0,450.0,-2.14%,500.0,5349.0,656.0,69.0,9.39,5.74,KOSDAQ
2504,이화공영,3310.0,15.0,-0.45%,500.0,34150.0,656.0,1.0,-32.77,0.58,KOSDAQ
2509,그리티,3250.0,10.0,-0.31%,500.0,39008.0,655.0,29.0,10.73,2.1,KOSDAQ
2510,나래나노텍,5920.0,130.0,-2.15%,500.0,28654.0,655.0,20.0,-48.52,1.51,KOSDAQ
2511,디엔에이링크,3830.0,50.0,-1.29%,500.0,15347.0,655.0,-51.0,-11.33,-19.11,KOSDAQ
2512,케이엘넷,2700.0,35.0,+1.31%,500.0,142471.0,652.0,79.0,10.27,13.13,KOSDAQ
2516,대륙제관,4100.0,55.0,-1.32%,500.0,17967.0,652.0,97.0,6.28,5.38,KOSDAQ
2517,태성,2575.0,20.0,+0.78%,100.0,153540.0,650.0,23.0,-24.52,-0.87,KOSDAQ
